"일시","지점","폭염여부(O/X)","최고체감온도(°C)","최고기온(°C)","평균기온(°C)","최저기온(°C)","평균상대습도(%)","폭염특보(O/X)","폭염영향예보(단계)","열대야(O/X)","자외선지수(단계)","온열질환자(노인)발생여부"
"2020-09-29","서울","X","24.2","23.9","19.6","15.3","67.6","X","","X","보통","X"
"2020-09-30","서울","X","25.9","25.7","19.6","16.2","78.0","X","","X","보통","X"
"2021-05-01","서울","X","15.9","15.3","10.2","8.5","80.8","X","","X","보통","X"
"2021-05-02","서울","X","19.1","18.7","12.4","7.3","67.9","X","","X","높음","X"
"2021-05-03","서울","X","19.2","20.3","14.1","8.4","56.4","X","","X","매우높음","X"
"2021-05-04","서울","X","19.3","15.8","13.8","11.4","82.6","X","","X","보통","X"
"2021-05-05","서울","X","18.3","18.4","13.9","10.3","64.4","X","","X","높음","X"
"2021-05-06","서울","X","22.4","23.1","15.7","7.9","46.4","X","","X","높음","X"
"2021-05-07","서울","X","18.3","17.2","14.4","10.7","60.3","X","","X","높음","X"
"2021-05-08","서울","X","20.6","21.0","14.3","8.9","66.1","X","","X","매우높음","X"
"2021-05-09","서울","X","20.1","21.8","15.7","10.0","51.3","X","","X","매우높음","X"
"2021-05-10","서울","X","16.3","14.6","13.2","11.7","67.9","X","","X","보통","X"
"2021-05-11","서울","X","24.0","25.7","18.5","9.4","48.9","X","","X","매우높음","X"
"2021-05-12","서울","X","26.0","27.7","22.0","16.9","39.5","X","","X","높음","X"
"2021-05-13","서울","X","28.5","29.6","22.9","16.6","54.4","X","","X","매우높음","X"
"2021-05-14","서울","X","29.6","30.8","24.1","18.0","60.3","X","","X","매우높음","X"
"2021-05-15","서울","X","27.2","26.2","22.1","20.8","79.5","X","","X","보통","X"
"2021-05-16","서울","X","24.4","20.8","18.4","14.8","97.6","X","","X","보통","X"
"2021-05-17","서울","X","19.7","16.7","15.3","14.2","93.0","X","","X","보통","X"
"2021-05-18","서울","X","25.1","24.5","17.9","13.6","70.5","X","","X","매우높음","X"
"2021-05-19","서울","X","25.4","26.6","19.9","12.4","52.3","X","","X","매우높음","X"
"2021-05-20","서울","X","23.3","22.9","18.7","15.6","59.8","X","","X","보통","X"
"2021-05-21","서울","X","20.4","18.2","16.0","14.2","86.5","X","","X","보통","X"
"2021-05-22","서울","X","24.5","23.8","18.6","13.8","69.3","X","","X","매우높음","X"
"2021-05-23","서울","X","25.3","25.1","19.5","14.3","64.4","X","","X","높음","X"
"2021-05-24","서울","X","24.4","24.5","19.4","16.4","61.0","X","","X","매우높음","X"
"2021-05-25","서울","X","20.4","19.3","15.3","11.9","72.3","X","","X","높음","X"
"2021-05-26","서울","X","22.2","23.0","18.0","11.5","58.5","X","","X","높음","X"
"2021-05-27","서울","X","21.2","18.7","15.8","13.9","83.0","X","","X","보통","X"
"2021-05-28","서울","X","21.6","19.7","15.3","12.4","86.0","X","","X","보통","X"
"2021-05-29","서울","X","20.6","19.1","15.4","12.8","79.8","X","","X","매우높음","X"
"2021-05-30","서울","X","25.8","26.3","18.4","10.8","73.0","X","","X","매우높음","X"
"2021-05-31","서울","X","25.2","23.8","19.9","16.5","78.9","X","","X","보통","X"
"2021-06-01","서울","X","25.1","23.9","20.2","15.9","74.6","X","","X","보통","X"
"2021-06-02","서울","X","28.8","29.7","23.2","16.6","64.4","X","","X","매우높음","X"
"2021-06-03","서울","X","24.1","22.7","19.1","14.6","80.8","X","","X","보통","X"
"2021-06-04","서울","X","23.2","23.6","18.5","13.3","69.4","X","","X","매우높음","X"
"2021-06-05","서울","X","26.0","25.7","20.8","17.0","68.1","X","","X","매우높음","O"
"2021-06-06","서울","X","28.4","28.2","23.0","18.4","69.6","X","","X","높음","X"
"2021-06-07","서울","X","25.0","24.0","21.1","19.4","71.5","X","","X","보통","X"
"2021-06-08","서울","X","29.6","29.5","23.6","18.8","69.6","X","","X","높음","X"
"2021-06-09","서울","X","30.7","31.6","25.8","19.5","59.1","X","","X","매우높음","X"
"2021-06-10","서울","X","29.6","29.8","24.9","20.5","68.5","X","","X","보통","X"
"2021-06-11","서울","X","26.3","24.4","21.5","19.9","84.5","X","","X","보통","X"
"2021-06-12","서울","X","30.7","30.2","24.2","18.2","74.6","X","","X","매우높음","O"
"2021-06-13","서울","X","30.3","29.7","24.8","20.9","72.6","X","","X","매우높음","O"
"2021-06-14","서울","X","30.8","30.2","24.8","18.9","68.8","X","관심","X","매우높음","X"
"2021-06-15","서울","X","27.0","25.3","22.5","21.5","79.1","X","","X","보통","X"
"2021-06-16","서울","X","28.9","28.9","24.3","20.3","59.9","X","","X","높음","X"
"2021-06-17","서울","X","26.0","25.0","21.9","19.6","71.4","X","","X","보통","X"
"2021-06-18","서울","X","24.1","21.4","20.0","19.0","92.1","X","","X","보통","X"
"2021-06-19","서울","X","28.2","27.4","22.3","17.5","74.0","X","","X","매우높음","X"
"2021-06-20","서울","X","29.2","29.0","22.9","17.6","73.3","X","","X","매우높음","X"
"2021-06-21","서울","X","28.5","28.5","23.6","19.2","67.0","X","","X","매우높음","X"
"2021-06-22","서울","X","28.3","28.6","22.8","19.7","67.9","X","","X","보통","X"
"2021-06-23","서울","X","28.0","27.9","22.4","18.8","70.5","X","","X","보통","X"
"2021-06-24","서울","X","28.7","28.0","23.0","18.5","71.1","X","","X","보통","X"
"2021-06-25","서울","X","29.6","29.5","24.1","19.5","69.0","X","","X","높음","X"
"2021-06-26","서울","X","28.1","26.7","22.8","19.9","78.5","X","","X","보통","X"
"2021-06-27","서울","X","30.7","30.8","24.5","19.8","72.1","X","관심","X","매우높음","X"
"2021-06-28","서울","X","30.2","29.2","23.7","21.0","76.4","X","관심","X","보통","X"
"2021-06-29","서울","X","29.3","28.4","23.9","21.3","78.6","X","","X","높음","X"
"2021-06-30","서울","X","29.7","28.8","24.3","21.0","77.9","X","","X","높음","X"
"2021-07-01","서울","X","31.3","31.0","26.3","21.4","70.9","O","관심","X","매우높음","X"
"2021-07-02","서울","X","31.9","31.8","27.1","23.6","64.1","O","주의","X","매우높음","X"
"2021-07-03","서울","X","27.1","25.7","22.6","19.6","80.0","X","","X","보통","X"
"2021-07-04","서울","X","26.8","23.1","21.4","19.8","96.8","X","","X","보통","X"
"2021-07-05","서울","X","28.4","26.9","23.3","20.1","80.3","X","","X","보통","X"
"2021-07-06","서울","X","30.7","30.1","25.3","21.0","73.4","X","","X","매우높음","X"
"2021-07-07","서울","X","30.8","29.1","26.4","23.9","78.5","X","관심","X","높음","X"
"2021-07-08","서울","X","31.5","29.8","26.0","23.8","81.6","X","관심","X","보통","X"
"2021-07-09","서울","X","30.6","29.2","25.5","23.6","77.3","X","관심","X","높음","X"
"2021-07-10","서울","X","30.6","29.2","25.9","23.1","80.4","O","관심","X","높음","X"
"2021-07-11","서울","X","30.3","27.5","25.7","24.1","86.8","O","주의","X","보통","O"
"2021-07-12","서울","O","33.6","32.5","28.1","23.8","75.1","O","주의","O","높음","X"
"2021-07-13","서울","X","32.9","31.5","28.8","26.3","76.1","O","주의","O","높음","X"
"2021-07-14","서울","O","34.4","33.5","29.7","26.1","71.4","O","경고","O","높음","X"
"2021-07-15","서울","O","35.0","34.5","29.1","25.9","71.1","O","경고","X","매우높음","O"
"2021-07-16","서울","O","35.2","35.2","28.8","24.2","68.4","O","경고","X","높음","X"
"2021-07-17","서울","O","33.2","32.8","29.1","24.7","63.1","O","경고","O","높음","X"
"2021-07-18","서울","O","33.9","34.1","29.6","25.7","62.5","O","경고","O","높음","X"
"2021-07-19","서울","X","31.7","30.5","26.4","24.0","80.1","O","경고","X","매우높음","X"
"2021-07-20","서울","O","33.0","31.8","27.9","23.6","75.8","O","경고","O","높음","O"
"2021-07-21","서울","O","35.0","35.3","30.5","25.3","64.0","O","경고","O","매우높음","O"
"2021-07-22","서울","O","34.7","35.9","31.2","26.5","59.8","O","경고","O","매우높음","O"
"2021-07-23","서울","O","35.3","35.8","31.2","27.2","61.8","O","경고","O","매우높음","O"
"2021-07-24","서울","O","35.5","36.5","31.7","26.9","57.4","O","경고","O","매우높음","O"
"2021-07-25","서울","O","35.1","35.9","31.5","27.2","55.8","O","경고","O","매우높음","O"
"2021-07-26","서울","O","34.9","35.4","31.2","27.4","54.9","O","경고","O","매우높음","O"
"2021-07-27","서울","O","35.4","35.7","31.1","27.8","60.5","O","경고","O","매우높음","O"
"2021-07-28","서울","O","35.1","34.7","30.4","27.1","67.4","O","경고","O","매우높음","O"
"2021-07-29","서울","O","34.3","33.3","29.6","27.0","69.9","O","경고","O","매우높음","O"
"2021-07-30","서울","O","34.9","35.4","30.5","25.8","63.1","O","경고","O","매우높음","X"
"2021-07-31","서울","O","34.7","34.3","29.8","26.8","69.9","O","경고","O","높음","O"
"2021-08-01","서울","X","31.5","28.8","27.1","25.1","81.8","O","주의","O","보통","O"
"2021-08-02","서울","X","30.5","28.6","26.5","25.0","82.6","O","주의","X","보통","X"
"2021-08-03","서울","X","32.9","31.4","28.0","24.1","76.9","O","주의","O","높음","X"
"2021-08-04","서울","O","33.8","33.2","28.9","26.3","70.6","O","주의","O","높음","O"
"2021-08-05","서울","O","34.2","33.7","29.4","25.6","68.1","O","경고","O","매우높음","O"
"2021-08-06","서울","O","33.3","32.2","28.1","26.0","68.4","O","경고","X","보통","X"
"2021-08-07","서울","X","32.4","32.3","28.0","23.4","65.0","O","경고","X","매우높음","X"
"2021-08-08","서울","O","33.0","32.1","26.8","24.4","74.8","O","경고","X","높음","X"
"2021-08-09","서울","O","33.1","33.6","28.3","23.3","62.4","O","경고","X","높음","X"
"2021-08-10","서울","X","32.2","32.2","27.7","24.3","62.5","O","경고","X","높음","X"
"2021-08-11","서울","X","32.3","31.6","27.4","24.1","70.3","O","주의","X","높음","X"
"2021-08-12","서울","X","32.4","31.7","26.8","24.0","67.1","O","주의","X","높음","O"
"2021-08-13","서울","X","31.1","30.1","26.6","23.4","70.4","O","주의","X","높음","X"
"2021-08-14","서울","X","30.7","30.5","26.1","23.4","63.9","X","관심","X","보통","X"
"2021-08-15","서울","X","31.8","32.4","26.9","21.7","59.6","X","관심","X","매우높음","X"
"2021-08-16","서울","X","31.9","32.8","27.3","22.5","61.1","X","관심","X","매우높음","X"
"2021-08-17","서울","X","31.1","31.3","25.9","21.9","65.0","X","관심","X","높음","X"
"2021-08-18","서울","X","30.9","31.0","24.3","20.6","69.6","X","관심","X","높음","X"
"2021-08-19","서울","X","30.9","31.5","26.0","21.0","57.1","X","관심","X","매우높음","X"
"2021-08-20","서울","X","30.9","30.7","26.6","22.6","63.6","X","관심","X","높음","X"
"2021-08-21","서울","X","28.1","25.5","23.8","21.0","88.1","X","","X","보통","X"
"2021-08-22","서울","X","28.5","27.0","24.4","22.4","81.5","X","","X","높음","X"
"2021-08-23","서울","X","26.9","24.0","22.4","21.0","89.3","X","","X","보통","X"
"2021-08-24","서울","X","29.8","26.4","23.4","21.1","93.6","X","","X","보통","X"
"2021-08-25","서울","X","29.5","27.3","25.0","23.5","85.5","X","","X","보통","X"
"2021-08-26","서울","X","30.4","27.9","25.5","22.9","84.9","X","","X","보통","X"
"2021-08-27","서울","X","28.3","25.5","22.4","20.4","83.5","X","","X","보통","X"
"2021-08-28","서울","X","29.2","28.2","23.6","19.7","80.4","X","","X","높음","X"
"2021-08-29","서울","X","28.1","26.3","23.7","21.9","82.6","X","","X","보통","X"
"2021-08-30","서울","X","28.9","27.7","24.2","21.2","77.5","X","","X","매우높음","X"
"2021-08-31","서울","X","26.1","23.1","20.5","18.1","93.3","X","","X","보통","X"
"2021-09-01","서울","X","26.0","23.9","21.4","18.5","83.1","X","","X","보통","X"
"2021-09-02","서울","X","27.6","26.7","23.5","20.7","70.3","X","","X","보통","X"
"2021-09-03","서울","X","28.6","29.2","24.3","20.6","60.3","X","","X","매우높음","X"
"2021-09-04","서울","X","28.6","28.6","23.2","18.5","57.0","X","","X","매우높음","X"
"2021-09-05","서울","X","27.7","27.3","23.1","19.4","61.1","X","","X","높음","X"
"2021-09-06","서울","X","26.8","26.4","22.3","18.0","70.1","X","","X","높음","X"
"2021-09-07","서울","X","24.6","20.9","19.6","17.6","98.1","X","","X","보통","X"
"2021-09-08","서울","X","28.0","26.9","22.2","19.0","81.3","X","","X","높음","X"
"2021-09-09","서울","X","29.4","29.1","23.5","19.1","76.5","X","","X","높음","X"
"2021-09-10","서울","X","29.2","28.9","23.6","19.5","76.0","X","","X","보통","X"
"2021-09-11","서울","X","29.7","29.4","24.0","19.9","73.1","X","","X","높음","X"
"2021-09-12","서울","X","29.6","29.8","24.2","19.2","64.6","X","","X","높음","X"
"2021-09-13","서울","X","30.7","30.3","24.8","20.8","67.1","X","","X","높음","X"
"2021-09-14","서울","X","29.1","29.5","24.6","20.0","63.3","X","","X","높음","X"
"2021-09-15","서울","X","28.6","28.9","23.6","19.5","57.5","X","","X","높음","X"
"2021-09-16","서울","X","27.3","27.3","22.9","18.0","61.1","X","","X","높음","X"
"2021-09-17","서울","X","28.2","28.2","23.5","20.5","61.4","X","","X","높음","X"
"2021-09-18","서울","X","29.6","29.8","23.9","18.9","65.1","X","","X","높음","X"
"2021-09-19","서울","X","28.5","27.8","23.7","20.8","62.9","X","","X","보통","X"
"2021-09-20","서울","X","28.4","28.4","23.7","19.0","63.6","X","","X","높음","X"
"2021-09-21","서울","X","27.5","26.2","22.0","17.4","85.1","X","","X","보통","X"
"2021-09-22","서울","X","25.5","24.3","20.2","16.8","79.0","X","","X","보통","X"
"2021-09-23","서울","X","26.1","25.9","20.9","16.9","67.3","X","","X","보통","O"
"2021-09-24","서울","X","27.0","26.9","21.8","16.7","67.5","X","","X","높음","X"
"2021-09-25","서울","X","24.8","23.1","21.2","18.7","72.6","X","","X","보통","X"
"2021-09-26","서울","X","27.6","27.3","22.6","18.4","63.0","X","","X","보통","X"
"2021-09-27","서울","X","25.7","25.0","21.6","18.7","66.0","X","","X","보통","X"
"2021-09-28","서울","X","25.5","24.4","21.5","19.6","75.1","X","","X","보통","X"
"2021-09-29","서울","X","24.9","21.4","20.2","17.8","93.5","X","","X","보통","X"
"2021-09-30","서울","X","27.3","25.9","20.3","16.0","83.9","X","","X","높음","X"
"2022-05-01","서울","X","17.9","19.2","13.4","7.9","54.8","X","","X","매우높음","X"
"2022-05-02","서울","X","18.1","19.4","14.2","9.1","56.5","X","","X","매우높음","X"
"2022-05-03","서울","X","19.2","20.8","14.8","9.1","45.9","X","","X","매우높음","X"
"2022-05-04","서울","X","24.0","25.2","17.8","10.0","43.3","X","","X","높음","X"
"2022-05-05","서울","X","24.6","25.8","18.9","12.5","48.1","X","","X","높음","X"
"2022-05-06","서울","X","25.3","25.6","19.6","13.7","67.1","X","","X","높음","X"
"2022-05-07","서울","X","21.3","23.1","18.4","15.3","52.4","X","","X","높음","X"
"2022-05-08","서울","X","17.6","18.2","15.3","11.7","51.8","X","","X","보통","X"
"2022-05-09","서울","X","23.8","25.3","17.9","11.0","56.4","X","","X","높음","X"
"2022-05-10","서울","X","23.2","26.3","19.9","13.6","39.0","X","","X","높음","X"
"2022-05-11","서울","X","24.3","25.2","19.7","16.6","50.0","X","","X","높음","X"
"2022-05-12","서울","X","26.6","28.1","20.9","14.1","51.5","X","","X","높음","X"
"2022-05-13","서울","X","24.0","25.2","19.4","15.0","45.8","X","","X","보통","X"
"2022-05-14","서울","X","19.3","20.0","15.7","11.9","45.5","X","","X","매우높음","X"
"2022-05-15","서울","X","20.8","22.4","16.2","10.5","39.8","X","","X","매우높음","X"
"2022-05-16","서울","X","22.8","23.7","17.3","10.9","56.0","X","","X","매우높음","X"
"2022-05-17","서울","X","26.5","27.4","20.0","13.0","60.0","X","","X","매우높음","X"
"2022-05-18","서울","X","24.8","25.4","20.0","15.7","59.4","X","","X","높음","X"
"2022-05-19","서울","X","24.0","24.2","19.9","16.1","53.6","X","","X","매우높음","X"
"2022-05-20","서울","X","25.1","25.8","20.6","15.6","52.8","X","","X","높음","X"
"2022-05-21","서울","X","26.2","26.0","20.1","16.1","70.8","X","","X","매우높음","X"
"2022-05-22","서울","X","26.2","25.8","20.3","15.7","70.9","X","","X","매우높음","O"
"2022-05-23","서울","X","29.9","30.7","23.0","17.8","63.5","X","","X","매우높음","X"
"2022-05-24","서울","X","28.5","30.2","22.9","16.7","56.8","X","","X","매우높음","X"
"2022-05-25","서울","X","26.3","26.7","21.0","16.7","66.6","X","","X","매우높음","X"
"2022-05-26","서울","X","22.4","23.5","18.7","14.1","59.9","X","","X","매우높음","X"
"2022-05-27","서울","X","25.5","25.6","20.0","16.0","62.5","X","","X","높음","X"
"2022-05-28","서울","X","28.3","29.3","22.3","15.0","54.1","X","","X","매우높음","X"
"2022-05-29","서울","X","28.8","29.7","23.1","19.3","66.4","X","","X","높음","X"
"2022-05-30","서울","X","25.7","24.7","20.8","17.2","71.0","X","","X","보통","X"
"2022-05-31","서울","X","25.0","27.2","20.7","14.2","42.4","X","","X","매우높음","X"
"2022-06-01","서울","X","26.1","28.6","22.1","16.2","41.6","X","","X","매우높음","X"
"2022-06-02","서울","X","27.0","26.9","21.5","17.1","67.4","X","","X","매우높음","X"
"2022-06-03","서울","X","30.7","32.6","24.5","18.7","62.8","X","","X","매우높음","X"
"2022-06-04","서울","X","28.8","29.7","25.6","20.3","57.0","X","","X","높음","X"
"2022-06-05","서울","X","26.1","27.0","22.7","20.2","59.8","X","","X","보통","X"
"2022-06-06","서울","X","24.1","24.5","19.7","16.7","69.0","X","","X","보통","X"
"2022-06-07","서울","X","24.0","25.1","20.6","15.1","54.5","X","","X","낮음","X"
"2022-06-08","서울","X","25.4","25.8","21.2","16.2","61.6","X","","X","매우높음","X"
"2022-06-09","서울","X","24.9","24.5","20.9","18.5","76.1","X","","X","높음","O"
"2022-06-10","서울","X","26.5","26.6","20.9","17.2","75.8","X","","X","매우높음","O"
"2022-06-11","서울","X","30.7","32.7","24.6","17.7","59.6","X","","X","매우높음","O"
"2022-06-12","서울","X","29.7","31.5","24.6","18.9","58.9","X","","X","높음","X"
"2022-06-13","서울","X","29.0","29.2","23.6","19.6","68.5","X","","X","보통","X"
"2022-06-14","서울","X","26.1","27.1","21.5","17.7","56.4","X","","X","보통","X"
"2022-06-15","서울","X","22.5","20.1","17.5","14.9","92.4","X","","X","보통","X"
"2022-06-16","서울","X","24.9","24.8","20.3","17.6","78.4","X","","X","매우높음","X"
"2022-06-17","서울","X","28.4","28.1","22.5","16.5","76.4","X","","X","보통","X"
"2022-06-18","서울","X","26.7","25.1","23.3","22.0","79.6","X","관심","X","보통","X"
"2022-06-19","서울","X","26.7","25.1","23.4","22.3","81.6","X","관심","X","높음","X"
"2022-06-20","서울","X","29.6","29.0","25.2","22.0","76.6","X","관심","X","보통","X"
"2022-06-21","서울","X","32.4","32.6","26.5","21.2","72.6","X","관심","X","매우높음","X"
"2022-06-22","서울","X","30.7","31.0","25.9","21.9","71.1","X","관심","X","높음","X"
"2022-06-23","서울","X","28.6","26.4","24.3","23.3","89.1","X","","X","보통","O"
"2022-06-24","서울","X","26.8","24.9","22.6","20.6","90.9","X","","X","높음","X"
"2022-06-25","서울","X","31.9","30.5","26.0","21.5","80.4","O","관심","X","매우높음","X"
"2022-06-26","서울","X","30.1","28.1","26.5","24.8","82.1","O","관심","O","높음","O"
"2022-06-27","서울","X","30.1","28.1","26.8","25.4","84.4","X","주의","O","보통","X"
"2022-06-28","서울","X","29.7","27.9","26.9","25.7","81.9","X","","X","보통","X"
"2022-06-29","서울","X","29.1","26.1","25.1","24.4","95.5","X","","X","보통","X"
"2022-06-30","서울","X","27.8","24.5","22.3","21.2","99.3","X","관심","X","보통","O"
"2022-07-01","서울","X","31.8","30.9","26.6","21.9","83.3","O","관심","X","높음","O"
"2022-07-02","서울","O","33.7","33.8","28.8","24.0","72.8","O","주의","X","매우높음","O"
"2022-07-03","서울","O","33.7","34.2","29.3","24.4","68.6","O","주의","O","매우높음","X"
"2022-07-04","서울","O","33.1","32.6","29.3","26.4","71.8","O","주의","O","높음","O"
"2022-07-05","서울","O","33.7","33.1","29.2","26.7","73.8","O","경고","O","매우높음","O"
"2022-07-06","서울","O","34.1","33.3","29.5","26.2","76.0","O","경고","O","높음","X"
"2022-07-07","서울","X","32.7","31.0","28.2","26.4","82.3","O","경고","X","높음","O"
"2022-07-08","서울","X","29.6","27.9","25.8","24.0","84.4","X","관심","X","높음","X"
"2022-07-09","서울","X","32.0","30.9","26.9","24.0","82.1","O","주의","X","높음","O"
"2022-07-10","서울","O","34.6","35.1","29.2","24.6","68.0","O","주의","X","매우높음","O"
"2022-07-11","서울","X","31.3","30.6","27.0","24.7","75.0","X","주의","X","매우높음","X"
"2022-07-12","서울","X","30.7","29.4","26.8","23.2","73.1","X","관심","X","높음","X"
"2022-07-13","서울","X","29.0","27.1","25.0","24.0","93.9","X","","X","보통","X"
"2022-07-14","서울","X","30.9","29.9","25.7","23.3","84.6","X","","X","높음","X"
"2022-07-15","서울","X","30.9","30.3","26.0","23.0","76.5","X","관심","X","높음","X"
"2022-07-16","서울","X","29.5","28.2","24.8","23.2","83.4","X","관심","X","높음","X"
"2022-07-17","서울","X","30.6","29.7","25.5","22.5","78.9","X","관심","X","보통","X"
"2022-07-18","서울","X","31.1","30.1","26.8","23.1","76.0","X","","X","높음","O"
"2022-07-19","서울","X","31.6","31.1","27.4","24.3","74.1","X","관심","X","매우높음","O"
"2022-07-20","서울","X","30.9","30.4","27.1","24.3","76.1","X","관심","X","높음","X"
"2022-07-21","서울","X","27.2","25.2","23.2","20.8","87.6","X","관심","X","보통","X"
"2022-07-22","서울","X","29.4","27.5","25.1","22.9","81.5","X","","X","보통","X"
"2022-07-23","서울","X","29.3","28.0","24.8","22.3","83.6","X","","X","높음","X"
"2022-07-24","서울","X","30.1","28.4","25.0","22.0","86.9","X","관심","X","보통","X"
"2022-07-25","서울","X","32.2","32.0","27.5","23.6","75.0","O","관심","X","매우높음","O"
"2022-07-26","서울","O","33.2","33.1","28.9","24.4","72.5","O","주의","O","매우높음","O"
"2022-07-27","서울","O","33.4","33.4","29.3","26.4","66.3","O","주의","O","매우높음","X"
"2022-07-28","서울","O","34.1","34.4","29.7","25.1","63.8","O","주의","O","높음","O"
"2022-07-29","서울","O","34.5","34.3","30.7","27.3","68.1","O","주의","O","매우높음","X"
"2022-07-30","서울","O","35.7","36.1","30.9","27.3","68.4","O","경고","O","매우높음","X"
"2022-07-31","서울","X","30.8","29.0","27.2","25.4","85.8","X","경고","O","보통","X"
"2022-08-01","서울","O","33.8","32.4","28.6","25.4","82.4","X","관심","O","높음","O"
"2022-08-02","서울","X","30.6","28.5","26.8","25.5","90.0","X","관심","O","높음","X"
"2022-08-03","서울","X","32.0","30.0","27.1","25.2","90.1","X","관심","O","보통","X"
"2022-08-04","서울","O","33.9","32.9","28.9","26.0","79.3","O","관심","O","높음","X"
"2022-08-05","서울","O","33.6","32.7","29.4","27.0","76.6","O","주의","O","높음","X"
"2022-08-06","서울","X","32.5","30.3","28.7","27.4","85.3","O","주의","O","보통","X"
"2022-08-07","서울","O","33.4","31.7","28.9","27.2","82.1","O","주의","O","보통","O"
"2022-08-08","서울","X","30.9","28.4","26.8","","91.6","X","주의","O","보통","X"
"2022-08-09","서울","X","29.6","26.5","25.1","22.0","96.0","X","","X","보통","X"
"2022-08-10","서울","X","30.1","28.8","24.7","21.4","85.3","X","","X","보통","X"
"2022-08-11","서울","X","29.5","27.5","25.0","23.4","87.9","X","","X","보통","X"
"2022-08-12","서울","X","31.9","32.4","27.0","23.0","73.8","X","관심","O","매우높음","O"
"2022-08-13","서울","X","29.8","27.5","25.8","24.7","82.8","X","관심","X","보통","X"
"2022-08-14","서울","X","32.9","31.5","27.6","24.5","83.0","O","관심","O","보통","X"
"2022-08-15","서울","X","31.6","29.8","28.1","26.6","83.0","O","주의","X","보통","X"
"2022-08-16","서울","X","30.8","30.0","26.7","24.1","75.4","X","주의","X","매우높음","X"
"2022-08-17","서울","X","31.5","30.5","26.0","22.8","76.6","X","관심","X","높음","X"
"2022-08-18","서울","X","30.2","29.8","25.6","22.4","75.8","X","관심","X","보통","O"
"2022-08-19","서울","X","30.3","27.5","26.0","23.3","86.1","X","","O","낮음","X"
"2022-08-20","서울","X","32.9","32.0","28.2","25.7","80.0","O","","X","낮음","X"
"2022-08-21","서울","X","32.8","32.0","28.1","24.7","75.3","O","주의","O","낮음","X"
"2022-08-22","서울","X","31.2","30.2","26.8","22.9","75.6","X","주의","X","보통","X"
"2022-08-23","서울","X","30.6","30.2","25.4","22.4","75.0","X","관심","X","높음","X"
"2022-08-24","서울","X","28.6","27.9","24.8","22.4","66.9","X","","X","보통","X"
"2022-08-25","서울","X","26.1","24.0","22.2","21.1","78.0","X","","X","보통","X"
"2022-08-26","서울","X","28.8","28.4","23.8","19.9","75.3","X","","X","매우높음","X"
"2022-08-27","서울","X","25.4","25.5","21.5","17.6","63.1","X","","X","매우높음","X"
"2022-08-28","서울","X","27.1","28.4","22.6","16.1","59.4","X","","X","매우높음","X"
"2022-08-29","서울","X","24.0","22.5","21.0","19.5","74.0","X","","X","보통","X"
"2022-08-30","서울","X","22.8","20.3","19.1","17.9","96.3","X","","X","낮음","X"
"2022-08-31","서울","X","26.4","24.9","21.7","19.6","83.3","X","","X","높음","X"
"2022-09-01","서울","X","30.1","30.4","24.0","18.3","70.8","X","","X","매우높음","X"
"2022-09-02","서울","X","29.4","29.8","24.7","20.3","61.8","X","","X","높음","X"
"2022-09-03","서울","X","29.4","29.2","24.2","20.5","63.0","X","","X","보통","O"
"2022-09-04","서울","X","27.3","24.0","22.3","19.8","88.6","X","","X","낮음","X"
"2022-09-05","서울","X","25.8","22.7","19.2","17.7","95.9","X","","X","보통","X"
"2022-09-06","서울","X","25.9","26.3","21.0","17.0","78.0","X","","X","높음","X"
"2022-09-07","서울","X","26.9","28.1","22.8","17.9","65.3","X","","X","높음","X"
"2022-09-08","서울","X","28.5","29.5","23.2","16.7","65.5","X","","X","매우높음","X"
"2022-09-09","서울","X","29.4","30.8","24.3","18.9","59.1","X","","X","매우높음","X"
"2022-09-10","서울","X","27.4","28.4","23.6","19.0","52.3","X","","X","높음","X"
"2022-09-11","서울","X","26.7","26.4","23.3","20.6","68.6","X","","X","보통","X"
"2022-09-12","서울","X","28.3","27.5","23.8","20.3","76.1","X","","X","높음","X"
"2022-09-13","서울","X","27.5","26.4","24.3","21.8","73.0","X","","X","보통","X"
"2022-09-14","서울","X","27.9","27.9","24.6","22.7","56.9","X","","X","보통","X"
"2022-09-15","서울","X","28.8","28.3","25.2","22.0","66.9","X","","X","높음","X"
"2022-09-16","서울","X","30.9","29.9","25.7","23.4","78.6","X","","X","보통","O"
"2022-09-17","서울","X","30.7","29.4","25.6","23.3","83.1","X","관심","X","보통","X"
"2022-09-18","서울","X","32.8","32.5","27.1","23.0","75.3","X","관심","X","보통","X"
"2022-09-19","서울","X","29.4","29.6","24.6","19.5","63.1","X","","X","높음","X"
"2022-09-20","서울","X","23.4","24.6","19.9","16.1","57.0","X","","X","높음","X"
"2022-09-21","서울","X","24.4","25.6","19.4","13.0","56.9","X","","X","높음","X"
"2022-09-22","서울","X","24.2","24.7","19.8","14.2","60.1","X","","X","높음","X"
"2022-09-23","서울","X","23.0","22.2","17.5","14.7","68.9","X","","X","보통","X"
"2022-09-24","서울","X","23.2","24.2","18.5","12.3","64.6","X","","X","높음","X"
"2022-09-25","서울","X","24.1","25.2","19.6","15.4","63.3","X","","X","보통","X"
"2022-09-26","서울","X","24.0","25.4","20.0","14.8","58.5","X","","X","보통","X"
"2022-09-27","서울","X","26.2","28.0","20.9","14.0","59.0","X","","X","높음","X"
"2022-09-28","서울","X","25.8","26.1","20.4","16.1","71.0","X","","X","보통","X"
